AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Platform	ReleaseDate	SRA_Study
200	SAMEA3334462	ERX930853	DNA_423	8409	5421	Corvus cornix	ERR849942	ERS700001	DNA_423	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334463	ERX930856	DNA_426	6705	4332	Corvus cornix	ERR849945	ERS700002	DNA_426	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334464	ERX930860	DNA_430	4495	2915	Corvus cornix	ERR849949	ERS700003	DNA_430	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334465	ERX930861	DNA_431	2975	1912	Corvus cornix	ERR849950	ERS700004	DNA_431	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334466	ERX930862	DNA_432	3551	2292	Corvus cornix	ERR849951	ERS700005	DNA_432	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334467	ERX930864	DNA_434	3659	2366	Corvus cornix	ERR849953	ERS700006	DNA_434	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334468	ERX930865	DNA_435	3343	2151	Corvus cornix	ERR849954	ERS700007	DNA_435	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334469	ERX930866	DNA_436	4140	2645	Corvus cornix	ERR849955	ERS700008	DNA_436	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334470	ERX930867	DNA_437	3679	2373	Corvus cornix	ERR849956	ERS700009	DNA_437	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334471	ERX930868	DNA_438	4195	2716	Corvus cornix	ERR849957	ERS700010	DNA_438	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334472	ERX930869	DNA_439	3351	2154	Corvus cornix	ERR849958	ERS700011	DNA_439	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334473	ERX930870	DNA_440	3924	2507	Corvus cornix	ERR849959	ERS700012	DNA_440	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334474	ERX930871	DNA_441	3398	2178	Corvus cornix	ERR849960	ERS700013	DNA_441	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334475	ERX930872	DNA_442	3386	2157	Corvus cornix	ERR849961	ERS700014	DNA_442	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334476	ERX930873	DNA_443	3975	2528	Corvus cornix	ERR849962	ERS700015	DNA_443	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334477	ERX930875	DNA_445	4260	2738	Corvus cornix	ERR849964	ERS700016	DNA_445	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334478	ERX930876	DNA_446	4069	2614	Corvus cornix	ERR849965	ERS700017	DNA_446	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334479	ERX930877	DNA_447	2722	1745	Corvus cornix	ERR849966	ERS700018	DNA_447	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334480	ERX930878	DNA_448	2958	1921	Corvus cornix	ERR849967	ERS700019	DNA_448	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334481	ERX930880	DNA_450	3127	2079	Corvus cornix	ERR849969	ERS700020	DNA_450	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334482	ERX930881	DNA_451	1974	1286	Corvus cornix	ERR849970	ERS700021	DNA_451	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334483	ERX930882	DNA_452	2366	1548	Corvus cornix	ERR849971	ERS700022	DNA_452	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334484	ERX930884	DNA_454	2461	1631	Corvus cornix	ERR849973	ERS700023	DNA_454	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334485	ERX930885	DNA_455	2243	1479	Corvus cornix	ERR849974	ERS700024	DNA_455	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334486	ERX930886	DNA_456	2685	1739	Corvus cornix	ERR849975	ERS700025	DNA_456	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334487	ERX930887	DNA_457	2494	1650	Corvus cornix	ERR849976	ERS700026	DNA_457	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334488	ERX930888	DNA_458	2737	1798	Corvus cornix	ERR849977	ERS700027	DNA_458	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334489	ERX930889	DNA_459	2204	1454	Corvus cornix	ERR849978	ERS700028	DNA_459	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334490	ERX930890	DNA_460	2610	1690	Corvus cornix	ERR849979	ERS700029	DNA_460	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334491	ERX930891	DNA_461	2343	1540	Corvus cornix	ERR849980	ERS700030	DNA_461	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334492	ERX930892	DNA_462	2297	1484	Corvus cornix	ERR849981	ERS700031	DNA_462	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334493	ERX930893	DNA_463	2610	1682	Corvus cornix	ERR849982	ERS700032	DNA_463	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334494	ERX930895	DNA_465	2787	1816	Corvus cornix	ERR849984	ERS700033	DNA_465	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334495	ERX930896	DNA_466	2865	1886	Corvus cornix	ERR849985	ERS700034	DNA_466	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334496	ERX930897	DNA_467	1827	1186	Corvus cornix	ERR849986	ERS700035	DNA_467	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334497	ERX930898	DNA_468	2043	1359	Corvus cornix	ERR849987	ERS700036	DNA_468	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334498	ERX930899	DNA_469	18066	11373	Corvus cornix	ERR849988	ERS700037	DNA_469	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334499	ERX930900	DNA_470	17201	10907	Corvus cornix	ERR849989	ERS700038	DNA_470	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
199	SAMEA3334500	ERX930901	DNA_471	4720	3098	Corvus cornix	ERR849990	ERS700039	DNA_471	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
199	SAMEA3334501	ERX930902	DNA_472	4931	3280	Corvus cornix	ERR849991	ERS700040	DNA_472	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
199	SAMEA3334502	ERX930905	DNA_475	3691	2428	Corvus cornix	ERR849994	ERS700041	DNA_475	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
199	SAMEA3334503	ERX930906	DNA_476	3855	2569	Corvus cornix	ERR849995	ERS700042	DNA_476	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
199	SAMEA3334504	ERX930907	DNA_477	5345	3520	Corvus cornix	ERR849996	ERS700043	DNA_477	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
199	SAMEA3334505	ERX930908	DNA_478	5571	3717	Corvus cornix	ERR849997	ERS700044	DNA_478	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
199	SAMEA3334506	ERX930913	DNA_483	4314	2848	Corvus cornix	ERR850002	ERS700045	DNA_483	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
199	SAMEA3334507	ERX930914	DNA_484	4545	3038	Corvus cornix	ERR850003	ERS700046	DNA_484	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
199	SAMEA3334508	ERX930917	DNA_487	3904	2581	Corvus cornix	ERR850006	ERS700047	DNA_487	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
199	SAMEA3334509	ERX930918	DNA_488	4056	2716	Corvus cornix	ERR850007	ERS700048	DNA_488	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334510	ERX930921	DNA_491	3965	2712	Corvus cornix	ERR850010	ERS700049	DNA_491	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334511	ERX930922	DNA_492	4015	2662	Corvus cornix	ERR850011	ERS700050	DNA_492	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334512	ERX930923	DNA_493	2582	1710	Corvus cornix	ERR850012	ERS700051	DNA_493	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334513	ERX930924	DNA_494	2583	1742	Corvus cornix	ERR850013	ERS700052	DNA_494	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334514	ERX930925	DNA_495	3074	2043	Corvus cornix	ERR850014	ERS700053	DNA_495	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334515	ERX930926	DNA_496	3074	2080	Corvus cornix	ERR850015	ERS700054	DNA_496	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334516	ERX930929	DNA_499	3321	2262	Corvus cornix	ERR850018	ERS700055	DNA_499	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334517	ERX930930	DNA_500	3357	2214	Corvus cornix	ERR850019	ERS700056	DNA_500	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334518	ERX930931	DNA_501	2959	2008	Corvus cornix	ERR850020	ERS700057	DNA_501	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334519	ERX930932	DNA_502	2995	1965	Corvus cornix	ERR850021	ERS700058	DNA_502	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334520	ERX930933	DNA_503	4495	3029	Corvus cornix	ERR850022	ERS700059	DNA_503	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334521	ERX930934	DNA_504	4542	3070	Corvus cornix	ERR850023	ERS700060	DNA_504	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334522	ERX930935	DNA_505	3610	2383	Corvus cornix	ERR850024	ERS700061	DNA_505	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334523	ERX930936	DNA_506	3605	2424	Corvus cornix	ERR850025	ERS700062	DNA_506	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334524	ERX930939	DNA_509	3185	2167	Corvus cornix	ERR850028	ERS700063	DNA_509	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334525	ERX930940	DNA_510	3221	2120	Corvus cornix	ERR850029	ERS700064	DNA_510	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334526	ERX930941	DNA_511	3517	2375	Corvus cornix	ERR850030	ERS700065	DNA_511	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334527	ERX930942	DNA_512	3556	2409	Corvus cornix	ERR850031	ERS700066	DNA_512	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334528	ERX930943	DNA_513	3657	2437	Corvus cornix	ERR850032	ERS700067	DNA_513	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334529	ERX930944	DNA_514	3658	2481	Corvus cornix	ERR850033	ERS700068	DNA_514	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334530	ERX930945	DNA_515	2865	1945	Corvus cornix	ERR850034	ERS700069	DNA_515	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334531	ERX930946	DNA_516	2895	1902	Corvus cornix	ERR850035	ERS700070	DNA_516	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334532	ERX930947	DNA_517	5081	3436	Corvus cornix	ERR850036	ERS700071	DNA_517	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334533	ERX930948	DNA_518	5138	3485	Corvus cornix	ERR850037	ERS700072	DNA_518	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334534	ERX930949	DNA_519	3390	2240	Corvus cornix	ERR850038	ERS700073	DNA_519	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
