study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	nominal_length	library_layout	read_count	base_count	fastq_ftp	fastq_galaxy	submitted_galaxy	sra_ftp
PRJEB14672	SAMEA4060553	ERS1231663	ERX1584456	ERR1513429	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_26	300	PAIRED	4706385	1125376560	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513429/ERR1513429.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513429/ERR1513429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513429/ERR1513429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513429/ERR1513429.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513429/ERR1513429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513429/ERR1513429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_26.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_26.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513429
PRJEB14672	SAMEA4060554	ERS1231664	ERX1584457	ERR1513430	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_30	300	PAIRED	2586554	615100374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513430/ERR1513430.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513430/ERR1513430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513430/ERR1513430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513430/ERR1513430.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513430/ERR1513430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513430/ERR1513430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_30.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_30.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513430
PRJEB14672	SAMEA4060555	ERS1231665	ERX1584458	ERR1513431	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_31	300	PAIRED	4676710	1113379470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513431/ERR1513431.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513431/ERR1513431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513431/ERR1513431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513431/ERR1513431.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513431/ERR1513431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513431/ERR1513431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_31.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_31.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513431
PRJEB14672	SAMEA4060556	ERS1231666	ERX1584459	ERR1513432	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_32	300	PAIRED	4964947	1183620438	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513432/ERR1513432.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513432/ERR1513432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513432/ERR1513432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513432/ERR1513432.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513432/ERR1513432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513432/ERR1513432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_32.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_32.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513432
PRJEB14672	SAMEA4060557	ERS1231667	ERX1584460	ERR1513433	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_33	300	PAIRED	5952199	1423487142	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513433/ERR1513433.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513433/ERR1513433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513433/ERR1513433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513433/ERR1513433.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513433/ERR1513433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513433/ERR1513433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_33.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_33.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513433
PRJEB14672	SAMEA4060558	ERS1231668	ERX1584461	ERR1513434	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_35	300	PAIRED	5401689	1284117534	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513434/ERR1513434.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513434/ERR1513434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513434/ERR1513434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513434/ERR1513434.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513434/ERR1513434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513434/ERR1513434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_35.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_35.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513434
PRJEB14672	SAMEA4060559	ERS1231669	ERX1584462	ERR1513435	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_37	300	PAIRED	4096514	982004436	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513435/ERR1513435.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513435/ERR1513435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513435/ERR1513435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513435/ERR1513435.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513435/ERR1513435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513435/ERR1513435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_37.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_37.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513435
PRJEB14672	SAMEA4060560	ERS1231670	ERX1584463	ERR1513436	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_38	300	PAIRED	4453207	1065172752	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513436/ERR1513436.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513436/ERR1513436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513436/ERR1513436_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513436/ERR1513436.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513436/ERR1513436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513436/ERR1513436_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_38.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_38.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513436
PRJEB14672	SAMEA4060561	ERS1231671	ERX1584464	ERR1513437	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_39	300	PAIRED	4808834	1156154076	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513437/ERR1513437.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513437/ERR1513437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513437/ERR1513437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513437/ERR1513437.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513437/ERR1513437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513437/ERR1513437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_39.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_39.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513437
PRJEB14672	SAMEA4060562	ERS1231672	ERX1584465	ERR1513438	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_40	300	PAIRED	4338662	1031525586	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513438/ERR1513438.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513438/ERR1513438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513438/ERR1513438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513438/ERR1513438.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513438/ERR1513438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513438/ERR1513438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_40.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_40.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513438
PRJEB14672	SAMEA4060563	ERS1231673	ERX1584466	ERR1513439	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_41	300	PAIRED	4861123	1154872908	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513439/ERR1513439.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513439/ERR1513439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513439/ERR1513439_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513439/ERR1513439.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513439/ERR1513439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513439/ERR1513439_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_41.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_41.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513439
PRJEB14672	SAMEA4060564	ERS1231674	ERX1584467	ERR1513440	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_42	300	PAIRED	5524578	1317189006	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513440/ERR1513440.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513440/ERR1513440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513440/ERR1513440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513440/ERR1513440.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513440/ERR1513440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513440/ERR1513440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_42.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_42.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513440
PRJEB14672	SAMEA4060565	ERS1231675	ERX1584468	ERR1513441	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_43	300	PAIRED	6287772	1512578592	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513441/ERR1513441.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513441/ERR1513441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513441/ERR1513441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513441/ERR1513441.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513441/ERR1513441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513441/ERR1513441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_43.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_43.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513441
PRJEB14672	SAMEA4060566	ERS1231676	ERX1584469	ERR1513442	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_44	300	PAIRED	5222857	1254721986	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513442/ERR1513442.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513442/ERR1513442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513442/ERR1513442_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513442/ERR1513442.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513442/ERR1513442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513442/ERR1513442_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_44.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_44.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513442
PRJEB14672	SAMEA4060567	ERS1231677	ERX1584470	ERR1513443	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_45	300	PAIRED	5164261	1238201118	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513443/ERR1513443.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513443/ERR1513443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513443/ERR1513443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513443/ERR1513443.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513443/ERR1513443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513443/ERR1513443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_45.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_45.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513443
PRJEB14672	SAMEA4060568	ERS1231678	ERX1584471	ERR1513444	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_46	300	PAIRED	4404749	1059307326	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513444/ERR1513444.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513444/ERR1513444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513444/ERR1513444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513444/ERR1513444.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513444/ERR1513444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513444/ERR1513444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_46.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_46.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513444
PRJEB14672	SAMEA4060569	ERS1231679	ERX1584472	ERR1513445	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_47	300	PAIRED	5105098	1224383706	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513445/ERR1513445.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513445/ERR1513445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513445/ERR1513445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513445/ERR1513445.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513445/ERR1513445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513445/ERR1513445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_47.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_47.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513445
PRJEB14672	SAMEA4060570	ERS1231680	ERX1584473	ERR1513446	8049	Gadus morhua	Illumina HiSeq 2000	AVE_M_14_48	300	PAIRED	4708911	1120947282	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513446/ERR1513446.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513446/ERR1513446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513446/ERR1513446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513446/ERR1513446.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513446/ERR1513446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513446/ERR1513446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_48.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_M_14_48.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513446
PRJEB14672	SAMEA4060571	ERS1231681	ERX1584474	ERR1513447	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_01	300	PAIRED	4891363	1171439388	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513447/ERR1513447.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513447/ERR1513447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513447/ERR1513447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513447/ERR1513447.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513447/ERR1513447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513447/ERR1513447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_01.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_01.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513447
PRJEB14672	SAMEA4060572	ERS1231682	ERX1584475	ERR1513448	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_02	300	PAIRED	5367306	1284183936	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513448/ERR1513448.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513448/ERR1513448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513448/ERR1513448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513448/ERR1513448.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513448/ERR1513448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513448/ERR1513448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_02.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_02.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513448
PRJEB14672	SAMEA4060573	ERS1231683	ERX1584476	ERR1513449	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_05	300	PAIRED	5175876	1240502634	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513449/ERR1513449.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513449/ERR1513449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513449/ERR1513449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513449/ERR1513449.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513449/ERR1513449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513449/ERR1513449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_05.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_05.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513449
PRJEB14672	SAMEA4060574	ERS1231684	ERX1584477	ERR1513450	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_08	300	PAIRED	5454144	1308491604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513450/ERR1513450.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513450/ERR1513450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513450/ERR1513450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513450/ERR1513450.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513450/ERR1513450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513450/ERR1513450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_08.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_08.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513450
PRJEB14672	SAMEA4060575	ERS1231685	ERX1584478	ERR1513451	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_11	300	PAIRED	11396882	2757985776	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513451/ERR1513451.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513451/ERR1513451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513451/ERR1513451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513451/ERR1513451.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513451/ERR1513451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513451/ERR1513451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_11.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_11.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513451
PRJEB14672	SAMEA4060576	ERS1231686	ERX1584479	ERR1513452	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_14	300	PAIRED	4213250	1008266112	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513452/ERR1513452.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513452/ERR1513452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513452/ERR1513452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513452/ERR1513452.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513452/ERR1513452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513452/ERR1513452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_14.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_14.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513452
PRJEB14672	SAMEA4060577	ERS1231687	ERX1584480	ERR1513453	8049	Gadus morhua	Illumina HiSeq 2000	AVE_S_14_17	300	PAIRED	4712075	1136686446	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513453/ERR1513453.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513453/ERR1513453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513453/ERR1513453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513453/ERR1513453.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513453/ERR1513453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513453/ERR1513453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_17.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/AVE_S_14_17.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513453
