AvgSpotLen	BioSample	Experiment	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	ecotype	isolate	lat_lon	sex	Assay_Type	AssemblyName	BioProject	BioSampleModel	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study	age	breed	cultivar	dev_stage	strain	tissue
202	SAMN05930430	SRX2313571	BP-34	2018-05-14	1404	656	2018-05-20	SRR4781367	SRS1770972	BP-34	17-Dec-2008	Bridgeport	BP-34	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930429	SRX2313572	BP-33	2018-05-14	851	484	2018-05-20	SRR4781370	SRS1770973	BP-33	17-Dec-2008	Bridgeport	BP-33	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930424	SRX2313573	BP-29	2018-05-14	654	430	2018-05-20	SRR4781373	SRS1770974	BP-29	17-Dec-2008	Bridgeport	BP-29	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930423	SRX2313574	BP-28	2018-05-14	245	311	2018-05-20	SRR4781375	SRS1770975	BP-28	17-Dec-2008	Bridgeport	BP-28	41.1570 N 73.2189 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930426	SRX2313575	BP-30	2018-05-14	1107	549	2018-05-20	SRR4781378	SRS1770976	BP-30	17-Dec-2008	Bridgeport	BP-30	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930425	SRX2313576	BP-2	2018-05-14	1192	588	2018-05-20	SRR4781382	SRS1770977	BP-2	17-Dec-2008	Bridgeport	BP-2	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930422	SRX2313577	BP-27	2018-05-14	756	454	2018-05-20	SRR4781386	SRS1770978	BP-27	17-Dec-2008	Bridgeport	BP-27	41.1570 N 73.2189 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930421	SRX2313578	BP-26	2018-05-14	203	294	2018-05-20	SRR4781390	SRS1770979	BP-26	17-Dec-2008	Bridgeport	BP-26	41.1570 N 73.2189 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930528	SRX2313579	F-33	2018-05-14	1027	536	2018-05-20	SRR4781394	SRS1770980	F-33	23-Nov-2008	Flax Pond	F-33	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930529	SRX2313580	F-34	2018-05-14	498	381	2018-05-20	SRR4781397	SRS1770981	F-34	23-Nov-2008	Flax Pond	F-34	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930526	SRX2313581	F-31	2018-05-14	1138	573	2018-05-20	SRR4781400	SRS1770982	F-31	23-Nov-2008	Flax Pond	F-31	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930527	SRX2313582	F-32	2018-05-14	1319	619	2018-05-20	SRR4781403	SRS1770983	F-32	23-Nov-2008	Flax Pond	F-32	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930524	SRX2313583	F-2	2018-05-14	429	358	2018-05-20	SRR4781406	SRS1770984	F-2	23-Nov-2008	Flax Pond	F-2	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930525	SRX2313584	F-30	2018-05-14	850	481	2018-05-20	SRR4781410	SRS1770985	F-30	23-Nov-2008	Flax Pond	F-30	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930522	SRX2313585	F-28	2018-05-14	655	433	2018-05-20	SRR4781413	SRS1770986	F-28	23-Nov-2008	Flax Pond	F-28	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930523	SRX2313586	F-29	2018-05-14	1218	596	2018-05-20	SRR4781415	SRS1770987	F-29	23-Nov-2008	Flax Pond	F-29	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930520	SRX2313587	F-26	2018-05-14	633	426	2018-05-20	SRR4781417	SRS1770988	F-26	23-Nov-2008	Flax Pond	F-26	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930521	SRX2313588	F-27	2018-05-14	811	475	2018-05-20	SRR4781419	SRS1770989	F-27	23-Nov-2008	Flax Pond	F-27	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930511	SRX2313589	F-18	2018-05-14	937	516	2018-05-20	SRR4781420	SRS1770990	F-18	23-Nov-2008	Flax Pond	F-18	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930510	SRX2313590	F-17	2018-05-14	1022	539	2018-05-20	SRR4781426	SRS1770991	F-17	23-Nov-2008	Flax Pond	F-17	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930515	SRX2313591	F-21	2018-05-14	1115	563	2018-05-20	SRR4781431	SRS1770992	F-21	23-Nov-2008	Flax Pond	F-21	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930514	SRX2313592	F-20	2018-05-14	787	473	2018-05-20	SRR4781433	SRS1770993	F-20	23-Nov-2008	Flax Pond	F-20	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930513	SRX2313593	F-1	2018-05-14	1227	606	2018-05-20	SRR4781436	SRS1770994	F-1	23-Nov-2008	Flax Pond	F-1	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930512	SRX2313594	F-19	2018-05-14	1454	660	2018-05-20	SRR4781439	SRS1770995	F-19	23-Nov-2008	Flax Pond	F-19	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930519	SRX2313595	F-25	2018-05-14	1014	534	2018-05-20	SRR4781443	SRS1770996	F-25	23-Nov-2008	Flax Pond	F-25	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930518	SRX2313596	F-24	2018-05-14	630	423	2018-05-20	SRR4781446	SRS1770997	F-24	23-Nov-2008	Flax Pond	F-24	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930517	SRX2313597	F-23	2018-05-14	94	261	2018-05-20	SRR4781448	SRS1770998	F-23	23-Nov-2008	Flax Pond	F-23	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930516	SRX2313598	F-22	2018-05-14	1104	564	2018-05-20	SRR4781454	SRS1770999	F-22	23-Nov-2008	Flax Pond	F-22	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930419	SRX2313599	BP-24	2018-05-14	777	474	2018-05-20	SRR4781457	SRS1771000	BP-24	17-Dec-2008	Bridgeport	BP-24	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930420	SRX2313600	BP-25	2018-05-14	1280	619	2018-05-20	SRR4781460	SRS1771001	BP-25	17-Dec-2008	Bridgeport	BP-25	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930417	SRX2313601	BP-22	2018-05-14	1223	601	2018-05-20	SRR4781462	SRS1771002	BP-22	17-Dec-2008	Bridgeport	BP-22	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930418	SRX2313602	BP-23	2018-05-14	782	469	2018-05-20	SRR4781466	SRS1771003	BP-23	17-Dec-2008	Bridgeport	BP-23	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930415	SRX2313603	BP-20	2018-05-14	697	451	2018-05-20	SRR4781469	SRS1771004	BP-20	17-Dec-2008	Bridgeport	BP-20	41.1570 N 73.2189 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930416	SRX2313604	BP-21	2018-05-14	1140	572	2018-05-20	SRR4781472	SRS1771005	BP-21	17-Dec-2008	Bridgeport	BP-21	41.1570 N 73.2189 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930413	SRX2313605	BP-19	2018-05-14	98	263	2018-05-20	SRR4781475	SRS1771006	BP-19	17-Dec-2008	Bridgeport	BP-19	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930414	SRX2313606	BP-1	2018-05-14	1361	630	2018-05-20	SRR4781477	SRS1771007	BP-1	17-Dec-2008	Bridgeport	BP-1	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930411	SRX2313607	BP-17	2018-05-14	1328	627	2018-05-20	SRR4781480	SRS1771008	BP-17	17-Dec-2008	Bridgeport	BP-17	41.1570 N 73.2189 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930412	SRX2313608	BP-18	2018-05-14	1588	706	2018-05-20	SRR4781484	SRS1771010	BP-18	17-Dec-2008	Bridgeport	BP-18	41.1570 N 73.2189 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930537	SRX2313609	F-45	2018-05-14	969	520	2018-05-20	SRR4781487	SRS1771009	F-45	23-Nov-2008	Flax Pond	F-45	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930536	SRX2313610	F-44	2018-05-14	1194	592	2018-05-20	SRR4781490	SRS1771011	F-44	23-Nov-2008	Flax Pond	F-44	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930539	SRX2313611	F-47	2018-05-14	145	275	2018-05-20	SRR4781493	SRS1771012	F-47	23-Nov-2008	Flax Pond	F-47	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930538	SRX2313612	F-46	2018-05-14	712	447	2018-05-20	SRR4781495	SRS1771013	F-46	23-Nov-2008	Flax Pond	F-46	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930533	SRX2313613	F-41	2018-05-14	836	479	2018-05-20	SRR4781500	SRS1771014	F-41	23-Nov-2008	Flax Pond	F-41	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930532	SRX2313614	F-40	2018-05-14	1428	658	2018-05-20	SRR4781504	SRS1771015	F-40	23-Nov-2008	Flax Pond	F-40	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930535	SRX2313615	F-43	2018-05-14	835	485	2018-05-20	SRR4781508	SRS1771016	F-43	23-Nov-2008	Flax Pond	F-43	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930534	SRX2313616	F-42	2018-05-14	555	401	2018-05-20	SRR4781511	SRS1771017	F-42	23-Nov-2008	Flax Pond	F-42	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930531	SRX2313617	F-39	2018-05-14	83	258	2018-05-20	SRR4781514	SRS1771018	F-39	23-Nov-2008	Flax Pond	F-39	40.9637 N 73.1342 W	male	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
202	SAMN05930530	SRX2313618	F-35	2018-05-14	108	266	2018-05-20	SRR4781518	SRS1771019	F-35	23-Nov-2008	Flax Pond	F-35	40.9637 N 73.1342 W	female	WGS	assembly	PRJNA323589	Model organism or animal	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	Fundulus heteroclitus	ILLUMINA	SRP092392	Not applicable	Not applicable	Not applicable	adult	Not applicable	caudal fin
