AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Platform	ReleaseDate	SRA_Study
200	SAMEA3334608	ERX930806	DNA_376	4097	2630	Corvus corone orientalis	ERR849895	ERS700147	DNA_376	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334609	ERX930808	DNA_378	1994	1216	Corvus corone orientalis	ERR849897	ERS700148	DNA_378	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334610	ERX930813	DNA_383	1975	1188	Corvus corone orientalis	ERR849902	ERS700149	DNA_383	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334611	ERX930819	DNA_389	2484	1528	Corvus corone orientalis	ERR849908	ERS700150	DNA_389	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334612	ERX930821	DNA_391	1939	1194	Corvus corone orientalis	ERR849910	ERS700151	DNA_391	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334613	ERX930822	DNA_392	1941	1173	Corvus corone orientalis	ERR849911	ERS700152	DNA_392	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334614	ERX930826	DNA_396	5816	3882	Corvus corone orientalis	ERR849915	ERS700153	DNA_396	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334615	ERX930830	DNA_400	5862	3865	Corvus corone orientalis	ERR849919	ERS700154	DNA_400	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334616	ERX930836	DNA_406	6479	4334	Corvus corone orientalis	ERR849925	ERS700155	DNA_406	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334617	ERX930838	DNA_408	5322	3577	Corvus corone orientalis	ERR849927	ERS700156	DNA_408	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334618	ERX930839	DNA_409	4749	3143	Corvus corone orientalis	ERR849928	ERS700157	DNA_409	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334619	ERX930844	DNA_414	4992	3248	Corvus corone orientalis	ERR849933	ERS700158	DNA_414	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334620	ERX930845	DNA_415	9546	6168	Corvus corone orientalis	ERR849934	ERS700159	DNA_415	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334621	ERX930846	DNA_416	11220	7226	Corvus corone orientalis	ERR849935	ERS700160	DNA_416	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334622	ERX930851	DNA_421	3333	2094	Corvus corone orientalis	ERR849940	ERS700161	DNA_421	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334623	ERX930855	DNA_425	3434	2213	Corvus corone orientalis	ERR849944	ERS700162	DNA_425	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334624	ERX930858	DNA_428	18927	12442	Corvus corone orientalis	ERR849947	ERS700163	DNA_428	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334642	ERX926232	DNA_341	2482	1672	Corvus corone orientalis	ERR845321	ERS700181	DNA_341	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334643	ERX930772	DNA_342	5695	3855	Corvus corone orientalis	ERR849861	ERS700182	DNA_342	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334644	ERX930776	DNA_346	1776	1222	Corvus corone orientalis	ERR849865	ERS700183	DNA_346	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334645	ERX930779	DNA_349	11965	8165	Corvus corone orientalis	ERR849868	ERS700184	DNA_349	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334646	ERX930782	DNA_352	1453	1002	Corvus corone orientalis	ERR849871	ERS700185	DNA_352	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334647	ERX930789	DNA_359	2924	1975	Corvus corone orientalis	ERR849878	ERS700186	DNA_359	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334648	ERX930809	DNA_379	2	1	Corvus corone orientalis	ERR849898	ERS700187	DNA_379	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334649	ERX930810	DNA_380	1254	756	Corvus corone orientalis	ERR849899	ERS700188	DNA_380	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334650	ERX930814	DNA_384	1592	961	Corvus corone orientalis	ERR849903	ERS700189	DNA_384	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334651	ERX930817	DNA_387	1426	864	Corvus corone orientalis	ERR849906	ERS700190	DNA_387	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334652	ERX930818	DNA_388	2033	1228	Corvus corone orientalis	ERR849907	ERS700191	DNA_388	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334653	ERX930823	DNA_393	1841	1103	Corvus corone orientalis	ERR849912	ERS700192	DNA_393	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334654	ERX930827	DNA_397	9654	6111	Corvus corone orientalis	ERR849916	ERS700193	DNA_397	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334655	ERX930831	DNA_401	13141	8298	Corvus corone orientalis	ERR849920	ERS700194	DNA_401	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334656	ERX930834	DNA_404	6768	4313	Corvus corone orientalis	ERR849923	ERS700195	DNA_404	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334657	ERX930835	DNA_405	8537	5397	Corvus corone orientalis	ERR849924	ERS700196	DNA_405	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334658	ERX930840	DNA_410	7299	4603	Corvus corone orientalis	ERR849929	ERS700197	DNA_410	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334659	ERX930847	DNA_417	8488	5388	Corvus corone orientalis	ERR849936	ERS700198	DNA_417	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334660	ERX930849	DNA_419	10949	6951	Corvus corone orientalis	ERR849938	ERS700199	DNA_419	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334661	ERX930850	DNA_420	6772	4279	Corvus corone orientalis	ERR849939	ERS700200	DNA_420	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334662	ERX930852	DNA_422	10739	6739	Corvus corone orientalis	ERR849941	ERS700201	DNA_422	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
200	SAMEA3334663	ERX930854	DNA_424	9644	5992	Corvus corone orientalis	ERR849943	ERS700202	DNA_424	WGS	PRJEB9057	UPPSALA UNIVERSITET	public	300	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	2016-08-11	ILLUMINA	2016-08-10	ERP010115
