Assay_Type	AvgSpotLen	BioSample	Experiment	InsertSize	Instrument	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	birth_date	body_site	breed	geo_loc_name	isolate	label	pathovar	phenotype	sex	tissue	BioProject	BioSampleModel	Center_Name	Consent	LibraryLayout	Platform	SRA_Study	collection_date
WGS	200	SAMN02743822	SRX535395	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C11	2014-05-13	2102	1295	Corvus corone corone	2014-05-30	SRR1284329	SRS604008	D_Ko_C11	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C11	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743822	SRX535395	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C11	2014-05-13	2822	2003	Corvus corone corone	2014-05-30	SRR1284330	SRS604008	D_Ko_C11	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C11	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743822	SRX535395	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C11	2014-05-13	2797	1989	Corvus corone corone	2014-05-30	SRR1284331	SRS604008	D_Ko_C11	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C11	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743822	SRX535395	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C11	2014-05-13	2878	2001	Corvus corone corone	2014-05-30	SRR1284332	SRS604008	D_Ko_C11	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C11	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743823	SRX535396	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C13	2014-05-13	2580	1896	Corvus corone corone	2014-05-30	SRR1284333	SRS604009	D_Ko_C13	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C13	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743823	SRX535396	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C13	2014-05-13	1860	1375	Corvus corone corone	2014-05-30	SRR1284334	SRS604009	D_Ko_C13	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C13	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743823	SRX535396	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C13	2014-05-13	1856	1362	Corvus corone corone	2014-05-30	SRR1284335	SRS604009	D_Ko_C13	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C13	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743823	SRX535396	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C13	2014-05-13	1885	1385	Corvus corone corone	2014-05-30	SRR1284336	SRS604009	D_Ko_C13	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C13	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743823	SRX535396	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C13	2014-05-13	14477	10241	Corvus corone corone	2014-05-30	SRR1284337	SRS604009	D_Ko_C13	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C13	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743824	SRX535397	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C15	2014-05-13	2176	1601	Corvus corone corone	2014-05-30	SRR1284338	SRS604010	D_Ko_C15	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C15	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743824	SRX535397	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C15	2014-05-13	1947	1441	Corvus corone corone	2014-05-30	SRR1284339	SRS604010	D_Ko_C15	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C15	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743824	SRX535397	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C15	2014-05-13	1943	1429	Corvus corone corone	2014-05-30	SRR1284340	SRS604010	D_Ko_C15	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C15	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743824	SRX535397	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C15	2014-05-13	1978	1456	Corvus corone corone	2014-05-30	SRR1284341	SRS604010	D_Ko_C15	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C15	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743824	SRX535397	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C15	2014-05-13	20070	14433	Corvus corone corone	2014-05-30	SRR1284342	SRS604010	D_Ko_C15	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C15	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743825	SRX535398	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C19	2014-05-13	930	667	Corvus corone corone	2014-05-30	SRR1284343	SRS604011	D_Ko_C19	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C19	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743825	SRX535398	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C19	2014-05-13	3942	2896	Corvus corone corone	2014-05-30	SRR1284344	SRS604011	D_Ko_C19	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C19	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743825	SRX535398	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C19	2014-05-13	3918	2880	Corvus corone corone	2014-05-30	SRR1284345	SRS604011	D_Ko_C19	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C19	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743825	SRX535398	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C19	2014-05-13	4052	2935	Corvus corone corone	2014-05-30	SRR1284346	SRS604011	D_Ko_C19	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C19	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743825	SRX535398	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C19	2014-05-13	4033	2914	Corvus corone corone	2014-05-30	SRR1284347	SRS604011	D_Ko_C19	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C19	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743826	SRX535399	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C20	2014-05-13	2564	1922	Corvus corone corone	2014-05-30	SRR1284348	SRS604012	D_Ko_C20	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C20	blood		Female		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743826	SRX535399	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C20	2014-05-13	3713	2757	Corvus corone corone	2014-05-30	SRR1284349	SRS604012	D_Ko_C20	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C20	blood		Female		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743826	SRX535399	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C20	2014-05-13	3684	2744	Corvus corone corone	2014-05-30	SRR1284350	SRS604012	D_Ko_C20	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C20	blood		Female		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743826	SRX535399	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ko_C20	2014-05-13	3655	2682	Corvus corone corone	2014-05-30	SRR1284351	SRS604012	D_Ko_C20	NA	NA		blood	NA	Konstanz, Germany	NA	D_Ko_C20	blood		Female		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743827	SRX535400	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C01	2014-05-13	1554	1164	Corvus corone corone	2014-05-30	SRR1284353	SRS604013	D_Ra_C01	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C01	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743827	SRX535400	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C01	2014-05-13	1714	1269	Corvus corone corone	2014-05-30	SRR1284354	SRS604013	D_Ra_C01	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C01	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743827	SRX535400	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C01	2014-05-13	1706	1270	Corvus corone corone	2014-05-30	SRR1284355	SRS604013	D_Ra_C01	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C01	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743827	SRX535400	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C01	2014-05-13	1725	1262	Corvus corone corone	2014-05-30	SRR1284356	SRS604013	D_Ra_C01	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C01	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743827	SRX535400	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C01	2014-05-13	5786	4111	Corvus corone corone	2014-05-30	SRR1284357	SRS604013	D_Ra_C01	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C01	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743828	SRX535401	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C05	2014-05-13	3192	2264	Corvus corone corone	2014-05-30	SRR1284358	SRS604014	D_Ra_C05	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C05	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743828	SRX535401	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C05	2014-05-13	1890	1376	Corvus corone corone	2014-05-30	SRR1284359	SRS604014	D_Ra_C05	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C05	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743828	SRX535401	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C05	2014-05-13	1871	1363	Corvus corone corone	2014-05-30	SRR1284360	SRS604014	D_Ra_C05	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C05	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743828	SRX535401	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C05	2014-05-13	1924	1379	Corvus corone corone	2014-05-30	SRR1284361	SRS604014	D_Ra_C05	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C05	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743828	SRX535401	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C05	2014-05-13	1905	1361	Corvus corone corone	2014-05-30	SRR1284362	SRS604014	D_Ra_C05	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C05	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743828	SRX535401	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C05	2014-05-16	9164	6399	Corvus corone corone	2014-05-30	SRR1284363	SRS604014	D_Ra_C05	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C05	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743829	SRX535402	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C06	2014-05-13	893	552	Corvus corone corone	2014-05-30	SRR1284364	SRS604015	D_Ra_C06	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C06	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743829	SRX535402	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C06	2014-05-13	2456	1746	Corvus corone corone	2014-05-30	SRR1284365	SRS604015	D_Ra_C06	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C06	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743829	SRX535402	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C06	2014-05-13	2436	1734	Corvus corone corone	2014-05-30	SRR1284366	SRS604015	D_Ra_C06	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C06	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743829	SRX535402	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C06	2014-05-13	2572	1793	Corvus corone corone	2014-05-30	SRR1284367	SRS604015	D_Ra_C06	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C06	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743830	SRX535403	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C11	2014-05-13	3548	2518	Corvus corone corone	2014-05-30	SRR1284368	SRS604016	D_Ra_C11	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C11	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743830	SRX535403	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C11	2014-05-13	2364	1722	Corvus corone corone	2014-05-30	SRR1284369	SRS604016	D_Ra_C11	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C11	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743830	SRX535403	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C11	2014-05-13	2348	1712	Corvus corone corone	2014-05-30	SRR1284370	SRS604016	D_Ra_C11	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C11	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743830	SRX535403	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C11	2014-05-13	2382	1709	Corvus corone corone	2014-05-30	SRR1284371	SRS604016	D_Ra_C11	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C11	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743830	SRX535403	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C11	2014-05-13	2373	1697	Corvus corone corone	2014-05-30	SRR1284372	SRS604016	D_Ra_C11	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C11	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743831	SRX535404	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C14	2014-05-13	3059	2243	Corvus corone corone	2014-05-30	SRR1284373	SRS604017	D_Ra_C14	NA	NA		muscle	NA	Radolfzell, Germany	NA	D_Ra_C14	muscle		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743831	SRX535404	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C14	2014-05-13	1782	1322	Corvus corone corone	2014-05-30	SRR1284374	SRS604017	D_Ra_C14	NA	NA		muscle	NA	Radolfzell, Germany	NA	D_Ra_C14	muscle		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743831	SRX535404	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C14	2014-05-13	1785	1316	Corvus corone corone	2014-05-30	SRR1284375	SRS604017	D_Ra_C14	NA	NA		muscle	NA	Radolfzell, Germany	NA	D_Ra_C14	muscle		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743831	SRX535404	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C14	2014-05-13	1786	1314	Corvus corone corone	2014-05-30	SRR1284376	SRS604017	D_Ra_C14	NA	NA		muscle	NA	Radolfzell, Germany	NA	D_Ra_C14	muscle		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02743832	SRX535405	0	Illumina HiSeq 2000	RANDOM	GENOMIC	D_Ra_C16	2014-05-13	3197	2348	Corvus corone corone	2014-05-30	SRR1284377	SRS604018	D_Ra_C16	NA	NA		blood	NA	Radolfzell, Germany	NA	D_Ra_C16	blood		Male		PRJNA192205	Model organism or animal	UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
