Assay_Type	AvgSpotLen	BioSample	Experiment	InsertSize	Instrument	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	birth_date	body_site	breed	geo_loc_name	isolate	label	pathovar	phenotype	sex	tissue	BioProject	BioSampleModel	Center_Name	Consent	LibraryLayout	Platform	SRA_Study	collection_date
WGS	200	SAMN02439807	SRX528833	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H05	2014-04-29	2365	1715	Corvus cornix cornix	2014-05-30	SRR1265106	SRS598564	PL_Wa_H05				blood		Poland: Warsaw		PL_Wa_H05	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439807	SRX528833	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H05	2014-04-29	2318	1704	Corvus cornix cornix	2014-05-30	SRR1265107	SRS598564	PL_Wa_H05				blood		Poland: Warsaw		PL_Wa_H05	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439807	SRX528833	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H05	2014-04-29	2309	1712	Corvus cornix cornix	2014-05-30	SRR1265108	SRS598564	PL_Wa_H05				blood		Poland: Warsaw		PL_Wa_H05	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439808	SRX528841	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H06	2014-04-29	1810	1319	Corvus cornix cornix	2014-05-30	SRR1265116	SRS598567	PL_Wa_H06				blood		Poland: Warsaw		PL_Wa_H06	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439808	SRX528841	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H06	2014-04-29	1796	1309	Corvus cornix cornix	2014-05-30	SRR1265117	SRS598567	PL_Wa_H06				blood		Poland: Warsaw		PL_Wa_H06	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439808	SRX528841	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H06	2014-04-29	1838	1318	Corvus cornix cornix	2014-05-30	SRR1265118	SRS598567	PL_Wa_H06				blood		Poland: Warsaw		PL_Wa_H06	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439808	SRX528841	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H06	2014-04-29	1825	1305	Corvus cornix cornix	2014-05-30	SRR1265119	SRS598567	PL_Wa_H06				blood		Poland: Warsaw		PL_Wa_H06	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439808	SRX528841	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H06	2014-04-29	2577	1829	Corvus cornix cornix	2014-05-30	SRR1265120	SRS598567	PL_Wa_H06				blood		Poland: Warsaw		PL_Wa_H06	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439809	SRX528870	0	Illumina HiSeq 1000	RANDOM	GENOMIC	PL_Wa_H09	2014-04-29	1982	1465	Corvus cornix cornix	2014-05-30	SRR1265418	SRS598569	PL_Wa_H09				blood		Poland: Warsaw		PL_Wa_H09	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439809	SRX528870	0	Illumina HiSeq 1000	RANDOM	GENOMIC	PL_Wa_H09	2014-04-29	1978	1456	Corvus cornix cornix	2014-05-30	SRR1265419	SRS598569	PL_Wa_H09				blood		Poland: Warsaw		PL_Wa_H09	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439809	SRX528870	0	Illumina HiSeq 1000	RANDOM	GENOMIC	PL_Wa_H09	2014-04-29	1978	1449	Corvus cornix cornix	2014-05-30	SRR1265420	SRS598569	PL_Wa_H09				blood		Poland: Warsaw		PL_Wa_H09	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439809	SRX528870	0	Illumina HiSeq 1000	RANDOM	GENOMIC	PL_Wa_H09	2014-04-29	7165	5209	Corvus cornix cornix	2014-05-30	SRR1265421	SRS598569	PL_Wa_H09				blood		Poland: Warsaw		PL_Wa_H09	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439810	SRX528871	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H11	2014-04-29	3120	2175	Corvus cornix cornix	2014-05-30	SRR1265422	SRS598570	PL_Wa_H11				blood		Poland: Warsaw		PL_Wa_H11	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439810	SRX528871	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H11	2014-04-29	2060	1273	Corvus cornix cornix	2014-05-30	SRR1265423	SRS598570	PL_Wa_H11				blood		Poland: Warsaw		PL_Wa_H11	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439810	SRX528871	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H11	2014-04-29	3016	2145	Corvus cornix cornix	2014-05-30	SRR1265424	SRS598570	PL_Wa_H11				blood		Poland: Warsaw		PL_Wa_H11	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439810	SRX528871	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H11	2014-04-29	2988	2129	Corvus cornix cornix	2014-05-30	SRR1265425	SRS598570	PL_Wa_H11				blood		Poland: Warsaw		PL_Wa_H11	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439811	SRX528873	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H14	2014-04-29	2753	2030	Corvus cornix cornix	2014-05-30	SRR1265427	SRS598573	PL_Wa_H14				blood		Poland: Warsaw		PL_Wa_H14	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439811	SRX528873	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H14	2014-04-29	2750	2013	Corvus cornix cornix	2014-05-30	SRR1265428	SRS598573	PL_Wa_H14				blood		Poland: Warsaw		PL_Wa_H14	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439811	SRX528873	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H14	2014-04-29	2791	2046	Corvus cornix cornix	2014-05-30	SRR1265429	SRS598573	PL_Wa_H14				blood		Poland: Warsaw		PL_Wa_H14	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439811	SRX528873	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H14	2014-04-29	2504	1838	Corvus cornix cornix	2014-05-30	SRR1265430	SRS598573	PL_Wa_H14				blood		Poland: Warsaw		PL_Wa_H14	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439812	SRX528882	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H16	2014-04-29	3210	2362	Corvus cornix cornix	2014-05-30	SRR1265485	SRS598574	PL_Wa_H16				blood		Poland: Warsaw		PL_Wa_H16	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439812	SRX528882	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H16	2014-04-29	3201	2338	Corvus cornix cornix	2014-05-30	SRR1265486	SRS598574	PL_Wa_H16				blood		Poland: Warsaw		PL_Wa_H16	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439812	SRX528882	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H16	2014-04-29	3249	2377	Corvus cornix cornix	2014-05-30	SRR1265487	SRS598574	PL_Wa_H16				blood		Poland: Warsaw		PL_Wa_H16	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439812	SRX528882	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H16	2014-04-30	3551	2602	Corvus cornix cornix	2014-05-30	SRR1265488	SRS598574	PL_Wa_H16				blood		Poland: Warsaw		PL_Wa_H16	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439814	SRX528883	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H22	2014-04-29	2333	1627	Corvus cornix cornix	2014-05-30	SRR1265490	SRS598575	PL_Wa_H22				blood		Poland: Warsaw		PL_Wa_H22	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439814	SRX528883	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H22	2014-04-29	637	447	Corvus cornix cornix	2014-05-30	SRR1265491	SRS598575	PL_Wa_H22				blood		Poland: Warsaw		PL_Wa_H22	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439814	SRX528883	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H22	2014-04-29	2327	1656	Corvus cornix cornix	2014-05-30	SRR1265492	SRS598575	PL_Wa_H22				blood		Poland: Warsaw		PL_Wa_H22	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439814	SRX528883	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H22	2014-04-29	533	330	Corvus cornix cornix	2014-05-30	SRR1265493	SRS598575	PL_Wa_H22				blood		Poland: Warsaw		PL_Wa_H22	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439814	SRX528883	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H22	2014-04-29	2308	1644	Corvus cornix cornix	2014-05-30	SRR1265494	SRS598575	PL_Wa_H22				blood		Poland: Warsaw		PL_Wa_H22	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439815	SRX529378	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H23	2014-05-01	4439	3286	Corvus cornix cornix	2014-05-30	SRR1266946	SRS599060	PL_Wa_H23				blood		Poland: Warsaw		PL_Wa_H23	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439815	SRX529378	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H23	2014-05-01	4442	3272	Corvus cornix cornix	2014-05-30	SRR1266947	SRS599060	PL_Wa_H23				blood		Poland: Warsaw		PL_Wa_H23	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439815	SRX529378	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H23	2014-05-01	4438	3256	Corvus cornix cornix	2014-05-30	SRR1266948	SRS599060	PL_Wa_H23				blood		Poland: Warsaw		PL_Wa_H23	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439815	SRX529378	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H23	2014-05-05	3271	2390	Corvus cornix cornix	2014-05-30	SRR1266949	SRS599060	PL_Wa_H23				blood		Poland: Warsaw		PL_Wa_H23	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439813	SRX529379	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H17	2014-05-01	4105	3032	Corvus cornix cornix	2014-05-30	SRR1265959	SRS599061	PL_Wa_H17				blood		Poland: Warsaw		PL_Wa_H17	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439813	SRX529379	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H17	2014-05-01	4091	3000	Corvus cornix cornix	2014-05-30	SRR1265960	SRS599061	PL_Wa_H17				blood		Poland: Warsaw		PL_Wa_H17	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439813	SRX529379	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H17	2014-05-01	4159	3053	Corvus cornix cornix	2014-05-30	SRR1265961	SRS599061	PL_Wa_H17				blood		Poland: Warsaw		PL_Wa_H17	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439813	SRX529379	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H17	2014-05-01	4134	3037	Corvus cornix cornix	2014-05-30	SRR1265962	SRS599061	PL_Wa_H17				blood		Poland: Warsaw		PL_Wa_H17	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439816	SRX530170	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H32	2014-05-01	3790	2804	Corvus cornix cornix	2014-05-30	SRR1266950	SRS599746	PL_Wa_H32				blood		Poland: Warsaw		PL_Wa_H32	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439816	SRX530170	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H32	2014-05-01	3786	2788	Corvus cornix cornix	2014-05-30	SRR1266951	SRS599746	PL_Wa_H32				blood		Poland: Warsaw		PL_Wa_H32	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439816	SRX530170	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H32	2014-05-01	3786	2774	Corvus cornix cornix	2014-05-30	SRR1266952	SRS599746	PL_Wa_H32				blood		Poland: Warsaw		PL_Wa_H32	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439816	SRX530170	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H32	2014-05-05	1672	1220	Corvus cornix cornix	2014-05-30	SRR1266953	SRS599746	PL_Wa_H32				blood		Poland: Warsaw		PL_Wa_H32	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439817	SRX530171	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H35	2014-05-01	2588	1896	Corvus cornix cornix	2014-05-30	SRR1266954	SRS599747	PL_Wa_H35				blood		Poland: Warsaw		PL_Wa_H35	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439817	SRX530171	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H35	2014-05-01	2580	1892	Corvus cornix cornix	2014-05-30	SRR1266955	SRS599747	PL_Wa_H35				blood		Poland: Warsaw		PL_Wa_H35	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439817	SRX530171	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H35	2014-05-01	2642	1914	Corvus cornix cornix	2014-05-30	SRR1266956	SRS599747	PL_Wa_H35				blood		Poland: Warsaw		PL_Wa_H35	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439817	SRX530171	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H35	2014-05-01	2643	1911	Corvus cornix cornix	2014-05-30	SRR1266957	SRS599747	PL_Wa_H35				blood		Poland: Warsaw		PL_Wa_H35	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439817	SRX530171	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H35	2014-05-05	1570	1126	Corvus cornix cornix	2014-05-30	SRR1266958	SRS599747	PL_Wa_H35				blood		Poland: Warsaw		PL_Wa_H35	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439818	SRX530172	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H50	2014-05-05	2689	2007	Corvus cornix cornix	2014-05-30	SRR1266959	SRS599748	PL_Wa_H50				blood		Poland: Warsaw		PL_Wa_H50	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439818	SRX530172	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H50	2014-05-01	2391	1746	Corvus cornix cornix	2014-05-30	SRR1266960	SRS599748	PL_Wa_H50				blood		Poland: Warsaw		PL_Wa_H50	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439818	SRX530172	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H50	2014-05-05	2387	1765	Corvus cornix cornix	2014-05-30	SRR1266961	SRS599748	PL_Wa_H50				blood		Poland: Warsaw		PL_Wa_H50	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439818	SRX530172	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H50	2014-05-05	2371	1759	Corvus cornix cornix	2014-05-30	SRR1266962	SRS599748	PL_Wa_H50				blood		Poland: Warsaw		PL_Wa_H50	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439819	SRX530173	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H52	2014-05-05	4181	3120	Corvus cornix cornix	2014-05-30	SRR1266963	SRS599749	PL_Wa_H52				blood		Poland: Warsaw		PL_Wa_H52	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439819	SRX530173	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H52	2014-05-01	2701	1965	Corvus cornix cornix	2014-05-30	SRR1266964	SRS599749	PL_Wa_H52				blood		Poland: Warsaw		PL_Wa_H52	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439819	SRX530173	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H52	2014-05-05	2723	2007	Corvus cornix cornix	2014-05-30	SRR1266965	SRS599749	PL_Wa_H52				blood		Poland: Warsaw		PL_Wa_H52	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439819	SRX530173	0	Illumina HiSeq 2000	RANDOM	GENOMIC	PL_Wa_H52	2014-05-05	2703	2005	Corvus cornix cornix	2014-05-30	SRR1266966	SRS599749	PL_Wa_H52				blood		Poland: Warsaw		PL_Wa_H52	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439820	SRX532429	0	Illumina HiSeq 2000	RANDOM	GENOMIC	S_Ri_H05	2014-05-05	2435	1711	Corvus cornix cornix	2014-05-30	SRR1269689	SRS601382	S_Ri_H05				blood		Sweden: Rimbo		S_Ri_H05	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439820	SRX532429	0	Illumina HiSeq 2000	RANDOM	GENOMIC	S_Ri_H05	2014-05-05	1656	1195	Corvus cornix cornix	2014-05-30	SRR1269690	SRS601382	S_Ri_H05				blood		Sweden: Rimbo		S_Ri_H05	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439820	SRX532429	0	Illumina HiSeq 2000	RANDOM	GENOMIC	S_Ri_H05	2014-05-05	1638	1183	Corvus cornix cornix	2014-05-30	SRR1269691	SRS601382	S_Ri_H05				blood		Sweden: Rimbo		S_Ri_H05	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439820	SRX532429	0	Illumina HiSeq 2000	RANDOM	GENOMIC	S_Ri_H05	2014-05-05	1675	1187	Corvus cornix cornix	2014-05-30	SRR1269692	SRS601382	S_Ri_H05				blood		Sweden: Rimbo		S_Ri_H05	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439820	SRX532429	0	Illumina HiSeq 2000	RANDOM	GENOMIC	S_Ri_H05	2014-05-05	1654	1169	Corvus cornix cornix	2014-05-30	SRR1269693	SRS601382	S_Ri_H05				blood		Sweden: Rimbo		S_Ri_H05	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439821	SRX532430	0	Illumina HiSeq 2000	RANDOM	GENOMIC	S_Ri_H07	2014-05-05	2869	2035	Corvus cornix cornix	2014-05-30	SRR1269694	SRS601383	S_Ri_H07				blood		Sweden: Rimbo		S_Ri_H07	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439821	SRX532430	0	Illumina HiSeq 2000	RANDOM	GENOMIC	S_Ri_H07	2014-05-05	1582	1152	Corvus cornix cornix	2014-05-30	SRR1269695	SRS601383	S_Ri_H07				blood		Sweden: Rimbo		S_Ri_H07	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
WGS	200	SAMN02439821	SRX532430	0	Illumina HiSeq 2000	RANDOM	GENOMIC	S_Ri_H07	2014-05-05	1564	1140	Corvus cornix cornix	2014-05-30	SRR1269696	SRS601383	S_Ri_H07				blood		Sweden: Rimbo		S_Ri_H07	blood		Male		PRJNA192205		UPPSALA UNIVERSITY	public	PAIRED	ILLUMINA	SRP022901	2010
